sample_id	cell_type	fraction	reference	converged
SCPCS000129	Bcells	0.001809114582908332	Tref	TRUE
SCPCS000129	CAFs	0.010528018145645208	Tref	TRUE
SCPCS000129	CD4_Tcells	0.04321529614245398	Tref	TRUE
SCPCS000129	CD8_Tcells	0.02483385938392464	Tref	TRUE
SCPCS000129	Endothelial	0.026450134511612475	Tref	TRUE
SCPCS000129	Macrophages	0.0025396760786300216	Tref	TRUE
SCPCS000129	NKcells	8.009951274012098e-10	Tref	TRUE
SCPCS000129	otherCells	0.8906239003538302	Tref	TRUE
SCPCS000130	Bcells	9.312841253126955e-6	Tref	TRUE
SCPCS000130	CAFs	5.371435969587264e-4	Tref	TRUE
SCPCS000130	CD4_Tcells	0.024423193405187782	Tref	TRUE
SCPCS000130	CD8_Tcells	0.02501424358272526	Tref	TRUE
SCPCS000130	Endothelial	0.016989015455032994	Tref	TRUE
SCPCS000130	Macrophages	0.0028718017860709503	Tref	TRUE
SCPCS000130	NKcells	4.981914281713545e-10	Tref	TRUE
SCPCS000130	otherCells	0.9301552888345798	Tref	TRUE
SCPCS000131	Bcells	7.537260946829657e-4	Tref	TRUE
SCPCS000131	CAFs	8.738603924498457e-4	Tref	TRUE
SCPCS000131	CD4_Tcells	0.026223986529643153	Tref	TRUE
SCPCS000131	CD8_Tcells	0.01783240239964711	Tref	TRUE
SCPCS000131	Endothelial	0.009840287396356602	Tref	TRUE
SCPCS000131	Macrophages	0.0057056887150708545	Tref	TRUE
SCPCS000131	NKcells	6.674674211855392e-10	Tref	TRUE
SCPCS000131	otherCells	0.938770047804682	Tref	TRUE
SCPCS000132	Bcells	0.008701415997517203	Tref	FALSE
SCPCS000132	CAFs	0.001908578741408572	Tref	FALSE
SCPCS000132	CD4_Tcells	0.04782528533638055	Tref	FALSE
SCPCS000132	CD8_Tcells	0.032506285201025324	Tref	FALSE
SCPCS000132	Endothelial	0.04097309804987143	Tref	FALSE
SCPCS000132	Macrophages	0.004493866022304605	Tref	FALSE
SCPCS000132	NKcells	1.5692064017754333e-8	Tref	FALSE
SCPCS000132	otherCells	0.8635914549594282	Tref	FALSE
SCPCS000133	Bcells	0.0016351923062159657	Tref	TRUE
SCPCS000133	CAFs	8.880576963234763e-4	Tref	TRUE
SCPCS000133	CD4_Tcells	0.02289098675591714	Tref	TRUE
SCPCS000133	CD8_Tcells	0.013376398546314436	Tref	TRUE
SCPCS000133	Endothelial	0.007302248324375262	Tref	TRUE
SCPCS000133	Macrophages	3.511801596757204e-4	Tref	TRUE
SCPCS000133	NKcells	9.579744613466723e-11	Tref	TRUE
SCPCS000133	otherCells	0.9535559361153806	Tref	TRUE
SCPCS000134	Bcells	5.762727170998802e-4	Tref	TRUE
SCPCS000134	CAFs	0.001086460851707667	Tref	TRUE
SCPCS000134	CD4_Tcells	0.04068139940780497	Tref	TRUE
SCPCS000134	CD8_Tcells	0.013946083808369376	Tref	TRUE
SCPCS000134	Endothelial	0.012265068827662633	Tref	TRUE
SCPCS000134	Macrophages	0.0010792141164382095	Tref	TRUE
SCPCS000134	NKcells	8.95916036798432e-10	Tref	TRUE
SCPCS000134	otherCells	0.9303654993750011	Tref	TRUE
SCPCS000135	Bcells	0.10791127866579958	Tref	FALSE
SCPCS000135	CAFs	0.011151128705030551	Tref	FALSE
SCPCS000135	CD4_Tcells	0.15872503504194507	Tref	FALSE
SCPCS000135	CD8_Tcells	0.2624828750722482	Tref	FALSE
SCPCS000135	Endothelial	0.4397624491909293	Tref	FALSE
SCPCS000135	Macrophages	0.017928824644903883	Tref	FALSE
SCPCS000135	NKcells	2.7081892694852308e-5	Tref	FALSE
SCPCS000135	otherCells	0.0020113267864486943	Tref	FALSE
SCPCS000136	Bcells	0.006462765455455161	Tref	TRUE
SCPCS000136	CAFs	0.004783366274312956	Tref	TRUE
SCPCS000136	CD4_Tcells	0.04838109311406883	Tref	TRUE
SCPCS000136	CD8_Tcells	0.03274104782107584	Tref	TRUE
SCPCS000136	Endothelial	0.044910510606204324	Tref	TRUE
SCPCS000136	Macrophages	0.002047216047632307	Tref	TRUE
SCPCS000136	NKcells	2.444172428246893e-10	Tref	TRUE
SCPCS000136	otherCells	0.8606740004368333	Tref	TRUE
